id,url,slug,product_name,full_description,session_location_name,start_time,end_time,duration_hr:min:sec,date,product_type,topic,speaker_count,id_1,first_name_1,last_name_1,url_1,title_1,company_1,image_url_1,social_url_linkedin_1,social_url_twitter_1,biography_1,session_ids_1,session_dates_1,session_times_1,session_product_types_1,id_2,first_name_2,last_name_2,url_2,title_2,company_2,image_url_2,social_url_linkedin_2,social_url_twitter_2,biography_2,session_ids_2,session_dates_2,session_times_2,session_product_types_2,id_3,first_name_3,last_name_3,url_3,title_3,company_3,image_url_3,social_url_linkedin_3,social_url_twitter_3,biography_3,session_ids_3,session_dates_3,session_times_3,session_product_types_3,id_4,first_name_4,last_name_4,url_4,title_4,company_4,image_url_4,social_url_linkedin_4,social_url_twitter_4,biography_4,session_ids_4,session_dates_4,session_times_4,session_product_types_4,id_5,first_name_5,last_name_5,url_5,title_5,company_5,image_url_5,social_url_linkedin_5,social_url_twitter_5,biography_5,session_ids_5,session_dates_5,session_times_5,session_product_types_5
2089485,https://identiverse.com/idv24/session/2089485/,keynote-brad-carr,Keynote: Brad Carr,Details coming soon!,Juniper Ballroom,9:30 AM,10:00 AM,0:30:00,"Wednesday, May 29",Keynote,,1,1099356,Brad,Carr,https://identiverse.com/idv24/speaker/1099356/,"Executive, Digital Governance and Industry Engagement",National Australia Bank (NAB),https://assets.swoogo.com/uploads/full/3562698-65ce256f2004b.jpg,,,"Brad Carr is the Executive for Digital Governance at National Australia Bank (NAB), leading risk and control management and policy engagement for NAB’s Digital, Data and Analytics functions. Brad’s current focus includes consumer-empowered data use and transmission, operating with Australia’s Consumer Data Right and the emerging digital identity ecosystem, and the skilling and employment challenges of the digital economy.
 
Brad was previously Managing Director of Digital Finance at the Institute of International Finance (IIF) in Washington, leading programs on digital identity, data policy, cloud, artificial intelligence and digital assets, including collaborations with the OpenID Foundation and in the IIF-Deloitte Realizing the Digital Promise series on digital transformation.
 
Brad led IIF advocacy on Basel III and a global review of banks’ credit risk modelling practices, preceded by 15 years across credit, capital and portfolio management and managing client relationships. His qualifications include a Bachelor of Economics from the University of Western Australia and a Masters in Science & Technology Commercialization from the University of Adelaide, and he is a Graduate of the Australian Institute of Company Directors.",2089485,"Wednesday, May 29",9:30 am - 10:00 am,Keynote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051372,https://identiverse.com/idv24/session/2051372/,expo-hall-open,Expo Hall Open,,Expo Halls (Pinyon & Bristlecone),10:00 AM,6:30 PM,8:30:00,"Wednesday, May 29",Expo,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051374,https://identiverse.com/idv24/session/2051374/,morning-break-in-expo,Morning Break in Expo,,Expo Halls (Pinyon & Bristlecone),10:00 AM,10:30 AM,0:30:00,"Wednesday, May 29",Break,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089491,https://identiverse.com/idv24/session/2089491/,ping-identity-presents-i,Ping Identity Presents i,Details coming soon!,Mariposa 3,10:30 AM,10:55 AM,0:25:00,"Wednesday, May 29",Session,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089492,https://identiverse.com/idv24/session/2089492/,radiant-logic-presents-i,Radiant Logic Presents i,Details coming soon!,Joshua 3,10:30 AM,10:55 AM,0:25:00,"Wednesday, May 29",Session,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089493,https://identiverse.com/idv24/session/2089493/,liminal-presents-i,Liminal Presents i,Details coming soon!,Mariposa 5,10:30 AM,10:55 AM,0:25:00,"Wednesday, May 29",Session,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089494,https://identiverse.com/idv24/session/2089494/,biometrics-industry-communication-identity-implications,Biometrics Industry Communication: Identity Implications,"Biometric systems are being rolled out in a wide variety of contexts with a huge range of implementation architectures, many of which intersect with identity systems. For good reasons, public concerns about these systems are growing. However, the biometrics industry overall and the entities rolling out those implementations to the public have done a poor job communicating about how their systems work. These communication failures put the identity industry at risk because in the eyes of the public, biometrics are a part of their identities, while in reality these are two rather separate fields where players haven’t collaborated much in a meaningful way across fields. At the heart of this session is a taxonomy of biometric use-cases along with names and icons to describe them. These range from on-device biometric matching for authentication to unlock a phone to real time video where faces are being recognized and then compared to a database of millions of faces to identify who is walking down a public street in real time. The identity industry needs to have a common language to challenge the biometrics industry to clearly communicate so that none of our good work is caught up in misunderstanding and fear mongering.",Joshua 1,10:30 AM,10:55 AM,0:25:00,"Wednesday, May 29",Session,,1,1080555,Kaliya,Young,https://identiverse.com/idv24/speaker/1080555/,Founding Partner,Identity Woman in Business,https://assets.swoogo.com/uploads/full/3511384-65c12bd3c9c07.jpg,https://www.linkedin.com/in/kaliya/,https://twitter.com/identityWoman,"Kaliya Young, known as Identity Woman, is a world leading expert and active community builder in user-centric and decentralized identity. Kaliya co-founded the Internet Identity Workshop in 2005, where OpenID Connect and OAuth were created, and the Thoughtful Biometrics Workshop in 2020. She is the founding partner of Identity Woman in Business, a boutique consultancy for decentralized identity.

Kaliya was named one of the most influential women in tech by Fast Company Magazine. She is a frequent speaker at flagship identity events and has been active on a range of industry expert groups. Most recently, she joined the advisory board of the Digital Credential for Europe (DC4EU) Consortium.

Kaliya had a Master’s Degree in Identity Management and Security from the University of Texas at Austin. She was the author of the Domains of Identity and co-authored Getting Started with Self-Sovereign Identity (SSI), the first SSI online course for decision makers.",2089494,"Wednesday, May 29",10:30 am - 10:55 am,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089487,https://identiverse.com/idv24/session/2089487/,general-motors-road-to-modern-consumer-identity,General Motors Road to Modern Consumer Identity,"This is a demo-led session covers the architectural decisions General Motors made while establishing its global customer identity platform across all of its customer touch-points (web, mobile, in-vehicle applications, and backend services) to support millions users globally in a secure fashion. These core services allow business teams to concentrate solely on digital business enablement while leveraging the benefits of common services to better comprehend their customers. This is a technical session that will help attendees understand how General Motors addressed key challenges in determining strategies for customer identity proofing, fraud protection, MFA, and customer preference management at scale.",Joshua 10,10:30 AM,10:55 AM,0:25:00,"Wednesday, May 29",Session,,2,1080482,Andrew,Cameron,https://identiverse.com/idv24/speaker/1080482/,"IT Fellow, Identity and Access Management",GM,https://assets.swoogo.com/uploads/full/3511164-65c12463d13e9.jpg,https://www.linkedin.com/in/kandrewcameron/,https://twitter.com/cameronka,"Andrew Cameron is a Technical Fellow in the GM IT Security Organization with a focus on Identity and Access Management. His responsibilities include managing the Strategy and Roadmap of their IAM technology platforms, driving identity enabled zero trust solutions across the enterprise and ensuring architectural quality and alignment of the many initiatives continually being deployed to support the business.  He is also currently driving several initiatives that will better secure and enhance experiences of GM customer facing solutions that leverage Customer IAM (CIAM) technologies.",2089487 & 2089515 & 2089563,"Wednesday, May 29 & Wednesday, May 29 & Thursday, May 30",10:30 am - 10:55 am & 2:00 pm - 2:25 pm & 10:30 am - 11:20 am,Session & Session & Panel,1080531,Razi,Rais,https://identiverse.com/idv24/speaker/1080531/,Senior Product Manager,Microsoft,https://assets.swoogo.com/uploads/full/3511314-65c12941b65c9.png,https://www.linkedin.com/in/razirais/,,"RAZI RAIS has over two decades of experience designing and developing highly scalable and secure enterprise software and cloud services. He has been working at Microsoft for over ten years, serving in various roles such as software engineer, architect, and product manager. His current focus at Microsoft is on helping businesses strengthen their cybersecurity posture by protecting workloads at scale against the most sophisticated cyberattacks. Razi is also the lead author of several books, including Zero Trust Networks, 2nd Edition by O’Reilly Media and Programming Microsoft’s Clouds: Windows Azure and Office 365 by Wrox Press. He is also a member of the IEEE Computer Society, ACM, SANS advisory board, as well as a frequent speaker at international conferences and an instructor who provides security-related training all over the world. You can get in touch with him via LinkedIn at linkedin.com/in/razirais or through his website, razibinrais.com. His GitHub profile is github.com/razi-rais.",2089487,"Wednesday, May 29",10:30 am - 10:55 am,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089572,https://identiverse.com/idv24/session/2089488/,passkeys-google-s-journey-from-conception-to-implementation,Passkeys: Google's journey from conception to implementation,"It's been exactly one year since Google announced support for passkeys on Google Accounts. In this session we'll look at early successes and failures, how we managed our rollout, and what we've learnt from operating passkeys at this scale. The goal of this session is to equip attendees with the data to advocate for passkeys in their own organizations.",Mariposa 8,10:30 AM,10:55 AM,0:25:00,"Wednesday, May 29",Session,,1,1080480,Eiji,Kitamura,https://identiverse.com/idv24/speaker/1080480/,Google Developer Advocate,Google,https://assets.swoogo.com/uploads/full/3723042-66046f3995e20.jpg,,,"Eiji is a developer advocate and the tech lead on the Identity team within the Chrome Developer Relations division, bringing more than two decades of industry experience. He also serves as the tech lead for the Identity Team within the Chrome Developer Relations division. Eiji’s responsibilities encompass a wide range of browser technologies, with a special emphasis on identity and authentication, including WebAuthn, WebOTP and FedCM.",2089572,"Thursday, May 30",11:30 am - 12:20 pm,Masterclass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089490,https://identiverse.com/idv24/session/2089490/,pets-not-your-parent-s-digital-identity-solutions,PETs: Not your parent’s digital identity solutions,"Digital identity and privacy go hand in hand. In the past – and to some extent even now – individuals have to give up far more information that is necessary to conduct a transaction. Privacy Enhancing Technologies (PETs) enable organizations and individuals to have greater control over their personal information. This session will give an overview of digital identity technologies that enable greater privacy, including zero knowledge proofs, self-sovereign identity, and other technologies that companies should be aware of to protect the privacy of individuals.",Joshua 5,10:30 AM,10:55 AM,0:25:00,"Wednesday, May 29",Session,,2,1080488,Jamie,Danker,https://identiverse.com/idv24/speaker/1080488/,"Senior Director, Cybersecurity and Privacy Services",Venable LLP,https://assets.swoogo.com/uploads/full/3511186-65c124e2b0164.jpg,https://www.linkedin.com/in/jamie-danker-8ba3a1a/,,"Jamie Danker brings deep privacy, identity, and cybersecurity knowledge along with diverse perspectives from oversight, operational, and guidance organizations based on her prior roles in government and industry. She supported the National Institute of Standards and Technology  in developing the Privacy Framework and is co-author of privacy requirements and considerations in SP 800-63-3 Digital Identity Guidelines. She spent 10 years at the Department of Homeland Security in various privacy roles, advocating for privacy.",2089470 & 2089490,"Tuesday, May 28 & Wednesday, May 29",1:00 pm - 1:50 pm & 10:30 am - 10:55 am,Masterclass & Session,1080524,Zack,Martin,https://identiverse.com/idv24/speaker/1080524/,Senior Policy Advisor,Venable LLP,https://assets.swoogo.com/uploads/full/3511293-65c12898601e4.jpg,https://www.linkedin.com/in/zack-martin-3482311/,https://twitter.com/identityzack,"Zack Martin is a trusted advisor for clients across the cybersecurity ecosystem. Zack brings experience in the digital identity, cybersecurity, healthcare information technology (IT), and payment markets to the Privacy Group. A Certified Information Systems Security Professional (CISSP), he has in-depth knowledge of identity and access management (IAM), authentication, biometrics, and public sector challenges with identity systems. Prior to joining Venable, Zack advised clients of a global consulting firm on cybersecurity, digital identity, and policy. As an IAM and cybersecurity policy advisor, he has helped clients in the public and private sectors navigate cybersecurity procedures and solve digital identity challenges. Zack has written multiple white papers and articles on citizen identity, identity proofing, authentication, authorization, and self-sovereign identity. He has also presented at cybersecurity events, garnering support from and building relationships with government officials and industry executives alike.",2089490,"Wednesday, May 29",10:30 am - 10:55 am,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089489,https://identiverse.com/idv24/session/2089489/,the-new-wave-of-ai-enhanced-identity-based-attacks,The New Wave of AI-Enhanced Identity-Based Attacks,"We are past the point of no return, identity has converged with cybersecurity. Further fueling the need for this convergence, is the on-going barrage of identity-based attacks. And if we thought it was bad up until now, we haven't fully seen the impact of Generative AI (GenAI) based identity attacks. GenAI, leveraged by malicious services such as FraudGPT, lets novices craft targeted and sophisticated attacks that bypass common IAM and security controls. Identity and security leaders must brace themselves for an increase in the volume, velocity and variety of attacks (""the three V's:). In this talk, former Gartner analyst David Mahdi and security leader Danny Kadyshevitch cover what you need to know about GenAI based attacks, and what you can do about it.",Joshua 6,10:30 AM,10:55 AM,0:25:00,"Wednesday, May 29",Session,,2,1099761,David,Mahdi,https://identiverse.com/idv24/speaker/1099761/,Chief Identity Officer,Transmit Security,https://assets.swoogo.com/uploads/medium/2539011-643ffa0b3adc8.jpeg,https://www.linkedin.com/in/dmahdi/,,"Former Gartner research VP, identity, and cybersecurity leader, Mr. Mahdi is an industry recognized pioneer. Co-Founder of the emerging Machine Identity Management market.

David has helped large organizations tackle digital transformation projects that included digital identity, IoT security, and early stage blockchain efforts; guided organizations to build internal cryptography teams, such as the cryptography center of excellence; and consulted through IPOs, raising capital, and M&A, among many other contributions. A top performing analyst, his depth and breadth of coverage made him one of the most demanded industry analysts for clients around the globe. As a market maker, David was instrumental in creating markets and definitions for areas such as: Decentralized identity, Bring Your own identity (BYOI), passwordless authentication, Machine Identity management, and privacy enhanced computation. 

At Transmit Security, David's mutifaceted role spans, security research, collaboration with industry analysts, R&D, as well as hosting CISO advisory sessions around the globe; the role of Chief identity officer keeps David busy!",2089489,"Wednesday, May 29",10:30 am - 10:55 am,Session,1099762,Danny,Kadyshevitch,https://identiverse.com/idv24/speaker/1099762/,Security Leader,Transmit Security,https://assets.swoogo.com/uploads/medium/3563775-65ce4ff6db0df.jpg,,,"Danny Kadyshevitch’s essential experience in the domain of cybersecurity began while serving in the 8200 intelligence unit of the Israeli Defense Forces, after which he joined the cyber security startup Adallom, which was acquired by Microsoft in 2015 and is known today as Microsoft Defender for Cloud Apps. At Microsoft, he worked on the product groups for both Microsoft Defender and Power BI before joining Transmit Security in 2021 to build and lead the products team for the company’s Authentication Services. Danny now serves as Senior Product Manager for Detection and Response Services, overseeing the efforts to release multiple innovative features that are a first for customer identity security, including Conversational Analytics, which uses generative AI to simplify data extraction, a chatbot that increases customer interaction to reduce authorized push payment (APP) fraud and a self-service Attack Simulator that supports custom configurations.",2089489,"Wednesday, May 29",10:30 am - 10:55 am,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089486,https://identiverse.com/idv24/session/2089486/,acr-the-missing-security-control,ACR: the Missing Security Control,"Federation standards like SAML and OpenID Connect have been serving Enterprises for a long time, but there is a feature in both these protocols that everyone wants yet nobody adopts. In our breach-burdened landscape, requiring that phishing resistance or MFA be enforced has become an imperative, with new standards work emerging to negotiate authentication security controls as a minimum interoperability condition. Join Pamela Dingle as she runs through what the industry is doing to get Authentication Context aligned and on track across the federation landscape and why this work is critical right now.",Joshua 8,10:30 AM,10:55 AM,0:25:00,"Wednesday, May 29",Session,,1,1080493,Pamela,Dingle,https://identiverse.com/idv24/speaker/1080493/,Director of Identity Standards,Microsoft,https://assets.swoogo.com/uploads/full/3511201-65c1256da9745.jpg,https://www.linkedin.com/in/pameladingle,https://twitter.com/pamelarosiedee,"Pamela Dingle is a veteran of the identity management world, working first as an identity architect and then in the Office of the CTO for Ping Identity. Dingle is now the Director of Identity Standards at Microsoft, where she runs a team that collaborates in various industry contexts such as IETF, OpenID Foundation, FIDO Alliance, and Decentralized Identity Foundation to create the specifications that underlie modern identity. She is also a founder of Women in Identity (http://womeninidentity.org).",2089486,"Wednesday, May 29",10:30 am - 10:55 am,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089502,https://identiverse.com/idv24/session/2089502/,idmworks-presents-i,IDMWorks Presents i,Details coming soon!,Joshua 3,11:05 AM,11:30 AM,0:25:00,"Wednesday, May 29",Session,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089513,https://identiverse.com/idv24/session/2089495/,navigating-the-intersection-iam-and-owasp-in-the-cybersecurity-landscape,Navigating the Intersection: IAM and OWASP in the Cybersecurity Landscape,"Join us on a captivating exploration of the intricate relationship between Identity & Access Management (IAM) and the Open Worldwide Application Security Project (OWASP) in the realm of cybersecurity. Discover the convergence of IAM, a discipline applicable to both IT and the physical world, with OWASP, a community dedicated to advancing web application security. Specifically, we'll explore the intersection of IAM and OWASP through the lens of OWASP Top Ten's key categories, including: A01:2021-Broken Access Control A03:2021-Injection A04:2021-Insecure Design A07:2021-Identification and Authentication Failures A09:2021-Security Logging and Monitoring Failures For each category, we'll navigate the implications for IAM, understanding how IAM frameworks and processes can address or mitigate the risks outlined by OWASP. From tackling broken access control through identity verification to addressing injection vulnerabilities with a Zero Trust mindset, this session provides actionable insights for cybersecurity professionals and application developers alike. Our journey concludes with a comprehensive view of how a robust implementation of IAM frameworks and adherence to best practices can fortify web applications against security threats. Learn from real-world examples, discover collaborative strategies between application developers and IAM teams, and gain a deeper understanding of the standards and frameworks that underpin secure application development.",Joshua 8,11:05 AM,11:30 AM,0:25:00,"Wednesday, May 29",Session,,1,1080481,David,Brossard,https://identiverse.com/idv24/speaker/1080481/,CTO,Axiomatics,https://assets.swoogo.com/uploads/full/3511162-65c124541e0cd.png,https://www.linkedin.com/in/davidbrossard/,https://twitter.com/davidjbrossard,"David is the CTO at Axiomatics, the leaders in fine-grained authorization. Previously he was the Senior Director of Identity Product Management at Salesforce where he drove the design and development of Salesforce’s Identity offering including CIAM and Enterprise Identity. David’s main focus is identity & access management and API security. David has published several papers and contributed to several books on API security, identity, and attribute-based access control. David is also a contributor to several identity standards including OpenID AuthZEN, OAuth, ALFA, and XACML where he drove standardization efforts for developers on attribute-based access control (ABAC). David is a regular speaker at conferences including Identiverse, Gartner IAM summits, and the European Identity Conference. David holds an M.Eng from the National Institute of Applied Sciences in Lyon. He is a Sun Certified Enterprise Architect (yes he’s that old) and a Certified Security Testing Professional. David maintains a blog on identity and access at http://www.webfarmr.eu",2089495 & 2089513,"Wednesday, May 29 & Wednesday, May 29",11:05 am - 11:30 am & 2:00 pm - 2:25 pm,Session & Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089497,https://identiverse.com/idv24/session/2089497/,shielding-consumers-defense-in-depth-strategies-against-credential-abuse,Shielding Consumers: Defense in Depth Strategies Against Credential Abuse,"With the rise of credential abuse attacks, especially after large credential breaches on some big websites, the traditional MFA alone won't work. Organizations like banks have to build layers of defense mechanisms to combat those attacks, such as risk assessment enrichment using intelligence, bot management, etc. The presentation starts with common evolving credential abuse attacks. Then it shares a few real world examples of those attacks, including a large scale credential stuffing attacks targeted at retail banking customers, phishing campaign and credential harvesting attacks using online ads targeting at commercial banking customers. We will share some outcomes, observations, lessons learned, as well as ongoing challenges.",Joshua 1,11:05 AM,11:30 AM,0:25:00,"Wednesday, May 29",Session,,2,1080511,Brock,Humes,https://identiverse.com/idv24/speaker/1080511/,"VP, Senior Quantitative Manager (Financial Crimes Authentication)",Fifth Third Bank,https://assets.swoogo.com/uploads/medium/3511253-65c127446320f.jpg,,,"Brock has over 30 years experience in the fraud and investigations area in both retail and financial industries. He has managed large scale systems designed to detect and prevent both internal and external fraud. He also managed card fraud strategy for multiple portfolios – debit, credit, and commercial card. Most recently, Brock is responsible for digital authentication at the bank, with a team of analysts who identify, mitigate, and prevent digital fraud against our customers.",2089497,"Wednesday, May 29",11:05 am - 11:30 am,Session,1080556,Kevin,Yu,https://identiverse.com/idv24/speaker/1080556/,"VP, Customer Identity Architecture",Fifth Third Bank,https://assets.swoogo.com/uploads/full/3511388-65c12be5d3e4c.jpg,,,"Kevin is a 20-year veteran cyber security professional with a focus on workforce and customer identity and access management. Kevin has built multiple large scale identity management system throughout his career for large telecommunication companies as well as financial institutions. Most recently, Kevin is responsible for building next generation of customer identity architecture for Fifth Third Bank.",2089497,"Wednesday, May 29",11:05 am - 11:30 am,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089500,https://identiverse.com/idv24/session/2089500/,privacy-enhancing-mobile-credentials-a-report-from-the-kantara-working-group,Privacy Enhancing Mobile Credentials - A Report from the Kantara Working Group,"The Privacy Enhancing Mobile Credentials Work Group at the Kantara Initiative is developing requirements for Verifiers, Issuers, and Providers of mobile credentials that will inform stakeholders how best to respect Holder privacy. The session will include a review of the approach taken by the work group through the Implementors Report published in January 2023, and an update on the current state of the requirements being developed.",Joshua 5,11:05 AM,11:30 AM,0:25:00,"Wednesday, May 29",Session,,1,1080553,John,Wunderlich,https://identiverse.com/idv24/speaker/1080553/,Chief Privacy Officer,JLINC Labs,https://assets.swoogo.com/uploads/medium/3511380-65c12bb046d53.png,https://www.linkedin.com/in/privacycdn/,,"John Wunderlich is a data protection professional and expert witness who has worked and consulted about privacy, identity, data protection, and security for over 25 years in multiple jurisdictions. He has provided advice and consulting services to multiple public and private sector organizations in Canada, the United States and abroad. 

John is a participant and leader in international privacy standards including the ISO, IEEE, and the Kantara Initiative. He serves as the Chief Privacy Officer for JLINC Labs, a Bay Area start-up that has developed protocols and software for data governance and accountability that addresses multiple information governance standards and regulations. Before launching his consulting practice, he designed and implemented Six Sigma process improvement, security & privacy programs and was a senior policy advisor to the Information and Privacy Commissioner of Ontario.",2089500,"Wednesday, May 29",11:05 am - 11:30 am,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089496,https://identiverse.com/idv24/session/2089496/,fireside-chat-login-gov-lessons-learned-and-paths-ahead,Fireside Chat: Login.gov Lessons Learned and Paths Ahead,Details coming soon!,Joshua 10,11:05 AM,11:30 AM,0:25:00,"Wednesday, May 29",Session,,2,1080504,Jeremy,Grant,https://identiverse.com/idv24/speaker/1080504/,"Managing Director, Technology Business Strategy",Venable LLP,https://assets.swoogo.com/uploads/medium/3511236-65c126dc9f27e.jpg,https://www.linkedin.com/in/jeremy-grant-jgrantindc/,https://twitter.com/jgrantindc,"Grant is a managing director at Venable, where he works with the firm’s clientele to develop growth strategies, identify market solutions, and advise on policy impacts across information technology, cybersecurity, and government services. Grant utilizes his diverse background and deep understanding of business, technical, and policy issues around identity, privacy, and cybersecurity in this role. He has served in various leadership positions spanning government and industry. Before joining Venable, Grant established and led the National Program Office for the National Strategy for Trusted Identities in Cyberspace (NSTIC), the first new cybersecurity program launched by the Obama administration. Housed in the National Institute of Standards and Technology (NIST), Grant led the administration’s activities across private and public sectors to drive a marketplace of more secure, privacy-enhancing identity solutions for online services.",2089496 & 2089521 & 2089562 & 2089575,"Wednesday, May 29 & Friday, May 31 & Thursday, May 30 & Thursday, May 30",11:05 am - 11:30 am & 9:05 am - 9:35 am & 10:30 am - 11:20 am & 11:30 am - 12:20 pm,Session & Session & Panel & Panel,1095985,Daniel,Lopez-Braus,https://identiverse.com/idv24/speaker/1095985/,"Director, Login.gov",Government Services Administration,https://assets.swoogo.com/uploads/medium/3556479-65ccd72077b30.jpg,,,"Dan Lopez serves as the Director of Login.gov, leading a world-class team of public servants that are serving the American public with a leading identity management platform. Prior to joining the program, Dan worked as the Director of Software Engineering for the City of Philadelphia. His long-standing interest in shared services led him to develop and launch a single sign-on platform for Philadelphia residents and businesses to access City services. Prior to his work for the City, Dan served in various engineering leadership roles, successfully growing teams and scaling organizations in keeping with their respective technology needs. Dan holds a Bachelor’s of Science in Engineering from MIT and a Master’s of Education from the University of Pennsylvania.",2089496,"Wednesday, May 29",11:05 am - 11:30 am,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089591,https://identiverse.com/idv24/session/2089591/,give-your-users-a-diamond-status-authentication-experience,Give Your Users a Diamond Status Authentication Experience,"Without airline status most of us dread the experience at an airport; waiting in TSA lines, boarding last, being forced to check our bags. Your users shouldn’t feel that same way when authenticating into your workforce applications. In this session, we’ll discuss ways to treat your users as CLEAR, TSA Pre-Check, Diamond status members giving them the best, yet still incredibly secure, experience when accessing applications.",Mariposa 3,11:05 AM,11:30 AM,0:25:00,"Wednesday, May 29",Session,,1,1152218,Chris,Anderson,https://identiverse.com/idv24/speaker/1152218/,Principal Product Manager,Cisco Duo Cisco,https://assets.swoogo.com/uploads/full/3693270-65f9e1eb86ee3.png,,,"Chris Anderson is passionate about identity and providing seamless yet secure authentication options for everyone. He currently works as a Sr Principal Product Manager at Cisco, focusing on where the future of identity is headed. Chris serves as a board alternate for both the OpenID Foundation and the FIDO Alliance as well as being an active member of IDPro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089503,https://identiverse.com/idv24/session/2089503/,liminal-presents-ii,Liminal Presents ii,Details coming soon!,Mariposa 5,11:05 AM,11:30 AM,0:25:00,"Wednesday, May 29",Session,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089499,https://identiverse.com/idv24/session/2089499/,the-field-guide-for-identity-security-how-to-unify-and-navigate-both,The Field Guide for Identity & Security: How to Unify and Navigate Both,"Our founding research involved more than 100 organizations and hundreds of conversations. During this research, we inventoried a vast number of solved and unsolved use cases across multiple stakeholders. To bring order to this chaos, we built upon existing IAM and Security frameworks to create a unified framework for IAM + Security. This framework will provide all of us with a map of the various challenges related to Workforce IAM today, offering a seamless way to navigate and prioritize them based on our distinctive needs.",Joshua 3,11:05 AM,11:30 AM,0:25:00,"Wednesday, May 29",Session,,2,1080523,Will,Lin,https://identiverse.com/idv24/speaker/1080523/,CEO & Co-Founder,AKA Identity,https://assets.swoogo.com/uploads/full/3511292-65c1288b37144.jpeg,https://www.linkedin.com/in/linwilliam/,,"Will has started and incubated multiple successful organizations, including a cybersecurity-centric Non-Profit, a Venture Capital firm, a book ""The VC Field Guide,"" and VC-funded startups. He has contributed to the security & IAM ecosystem with senior & board roles at companies such as Attivo Networks (SentinelOne) , Bishop Fox, Concourse Labs, Forgepoint Capital, LoginRadius, Remediant (Netwrix), Security Tinkerers, Sphere Technology Solutions, Symmetry Systems, and Uptycs.

His current full-time venture, AKA Identity, is dedicated to Identity and Security. It focuses on the complex multi-stakeholder process required to enable, secure, and govern identity and access management in the workplace.",2089499,"Wednesday, May 29",11:05 am - 11:30 am,Session,1092424,Soumya,Banerjee,https://identiverse.com/idv24/speaker/1092424/,Assciate Partner,McKinsey & Co,https://assets.swoogo.com/uploads/medium/3542827-65ca515d5c7c7.jpg,,,"Soumya is a Cybersecurity Expert Associate Partner in McKinsey New York office with 15+ years of cybersecurity consulting experience. His core focus is on cyber emerging technology, digital identity and cyber automation. He focuses on how to help enterprises secure digital technologies to effectively drive optimization and transformation",2089499,"Wednesday, May 29",11:05 am - 11:30 am,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
